date_time,week,number_of_sales,gross_sales,sales_rep
2021-06-01 12:15:00,9,1,214.9427482,"Van Dyne, Joelle"
2021-06-01 12:20:00,34,1,727.6359712,"Germanotta, Stefani"
2021-06-01 12:41:00,31,1,147.8875266,"Van Dyne, Joelle"
2021-06-01 13:51:00,33,1,543.9432226,"Gompert, Katherine"
2021-06-01 13:52:00,19,1,1428.46451,"Van Dyne, Joelle"
2021-06-01 13:53:00,46,1,4011.251383,"Bateman, Patrick"
2021-06-01 13:55:00,7,1,1299.07634,"Portwood, Dom"
2021-06-01 14:32:00,48,1,543.9267195,"Bolton, Michael"
2021-06-01 14:40:00,46,1,489.7634297,"Quintana, Jesus"
2021-06-01 15:29:00,7,1,469.8965837,"Quintana, Jesus"
2021-06-01 15:32:00,36,1,776.2690739,"Lumbergh, Bill"
2021-06-01 15:42:00,3,1,188.6512381,"Lumbergh, Bill"
2021-06-01 16:21:00,43,1,2260.611292,"Van Dyne, Joelle"
2021-06-01 16:43:00,46,1,3753.058536,"Portwood, Dom"
2021-06-01 16:48:00,9,1,2856.35105,"Portman, Sam"
2021-06-01 16:59:00,16,1,3381.993747,"Portwood, Dom"
2021-06-01 17:30:00,41,1,2691.102659,"Portwood, Dom"
2021-06-02 8:55:00,38,1,90.53119565,"Bolton, Michael"
2021-06-02 10:30:00,4,1,5257.578097,"Lumbergh, Bill"
2021-06-02 11:06:00,45,1,12800.05436,"Bolton, Michael"
2021-06-02 11:39:00,38,1,448.177535,"Steeply, Hugh"
2021-06-02 12:59:00,17,1,3354.693207,"Bolton, Michael"
2021-06-02 14:01:00,33,1,5148.827813,"Portwood, Dom"
2021-06-02 14:53:00,11,1,3929.284531,"Cyrus, Mylie"
2021-06-02 16:06:00,48,1,739.5123421,"Lumbergh, Bill"
2021-06-02 17:02:00,44,1,7903.793605,"Dude, The"
2021-06-02 17:03:00,44,1,1126.708529,"Lubowski, Bunny"
2021-06-02 17:08:00,40,1,120.3423417,"Germanotta, Stefani"
2021-06-02 17:15:00,38,1,23056.54045,"Bolton, Michael"
2021-06-03 8:01:00,9,1,11.78288696,"Germanotta, Stefani"
2021-06-03 8:43:00,44,1,637.011977,"Van Dyne, Joelle"
2021-06-03 9:21:00,26,1,390.182351,"Gompert, Katherine"
2021-06-03 9:43:00,10,1,308.9261587,"Bolton, Michael"
2021-06-03 11:50:00,34,1,1622.506553,"Gompert, Katherine"
2021-06-03 12:02:00,6,1,845.1928322,"Bolton, Michael"
2021-06-03 12:16:00,7,1,1502.698142,"Bateman, Patrick"
2021-06-03 12:18:00,17,1,267.6178165,"Bolton, Michael"
2021-06-03 12:22:00,31,1,1147.967934,"Lumbergh, Bill"
2021-06-03 12:51:00,5,1,1446.695744,"Cyrus, Mylie"
2021-06-03 12:57:00,32,1,328.92474,"Bateman, Patrick"
2021-06-03 13:01:00,19,1,670.1258823,"Lumbergh, Bill"
2021-06-03 13:04:00,34,1,410.5962838,"Gruber, Hans"
2021-06-03 13:27:00,5,1,1078.45601,"Bolton, Michael"
2021-06-03 13:29:00,5,1,239.8374923,"Bolton, Michael"
2021-06-03 13:42:00,35,1,10966.56304,"Garcia, Jerry"
2021-06-03 14:45:00,49,1,871.5869235,"Bolton, Michael"
2021-06-03 16:56:00,2,1,923.1727289,"Lumbergh, Bill"
2021-06-04 9:15:00,49,1,2066.319435,"Lumbergh, Bill"
2021-06-04 9:41:00,3,1,130.0333679,"Incandenza, Hal"
2021-06-04 10:56:00,20,1,705.2835793,"Portwood, Dom"
2021-06-04 14:43:00,24,1,618.0237348,"Gompert, Katherine"
2021-06-04 16:20:00,17,1,705.4322051,"Lumbergh, Bill"
2021-06-04 16:29:00,2,1,523.6955886,"Quintana, Jesus"
2021-06-05 10:34:00,37,1,202.4256596,"Gruber, Hans"
2021-06-05 11:08:00,16,1,1023.89202,"Portman, Sam"
2021-06-05 12:40:00,41,1,61.00234643,"Portman, Sam"
2021-06-05 13:28:00,19,1,1905.768596,"Bolton, Michael"
2021-06-05 14:01:00,33,1,54.2045501,"Germanotta, Stefani"
2021-06-05 15:18:00,38,1,303.1449092,"Simone, Nina"
2021-06-05 15:23:00,11,1,7238.538794,"Garcia, Jerry"
2021-06-05 15:26:00,52,1,9254.815685,"Cyrus, Mylie"
2021-06-06 11:52:00,51,1,18221.38539,"Cyrus, Mylie"
2021-06-06 12:53:00,36,1,2271.24899,"Van Dyne, Joelle"
2021-06-06 13:51:00,17,1,873.5346079,"Van Dyne, Joelle"
2021-06-06 16:29:00,28,1,2911.789739,"Gompert, Katherine"
2021-06-07 9:59:00,20,1,863.1709833,"Gruber, Hans"
2021-06-07 10:25:00,6,1,230.0365833,"Garcia, Jerry"
2021-06-07 10:29:00,48,1,2798.541858,"Portwood, Dom"
2021-06-07 10:43:00,43,1,686.1444196,"Van Dyne, Joelle"
2021-06-07 11:13:00,3,1,2162.073263,"Gruber, Hans"
2021-06-07 11:49:00,9,1,319.5925541,"Van Dyne, Joelle"
2021-06-07 11:50:00,31,1,1653.842856,"Van Dyne, Joelle"
2021-06-07 12:49:00,5,1,501.1166602,"Quintana, Jesus"
2021-06-07 14:32:00,11,1,906.4777566,"Gompert, Katherine"
2021-06-07 14:38:00,19,1,3172.04529,"Lumbergh, Bill"
2021-06-07 14:50:00,21,1,4163.410793,"Gompert, Katherine"
2021-06-07 15:19:00,28,1,323.5914107,"Lumbergh, Bill"
2021-06-07 15:33:00,45,1,1165.581024,"Lumbergh, Bill"
2021-06-07 16:09:00,37,1,373.1909816,"Lumbergh, Bill"
2021-06-07 16:26:00,18,1,107.4295928,"Bolton, Michael"
2021-06-07 17:01:00,10,1,1709.749177,"Van Dyne, Joelle"
2021-06-08 9:38:00,48,1,1168.793543,"Simone, Nina"
2021-06-08 10:39:00,16,1,1627.337988,"Gompert, Katherine"
2021-06-08 11:14:00,41,1,2306.093562,"Van Dyne, Joelle"
2021-06-08 11:22:00,2,1,589.4594728,"Quintana, Jesus"
2021-06-08 11:27:00,11,1,510.9583743,"Van Dyne, Joelle"
2021-06-08 11:44:00,47,1,1464.917166,"Quintana, Jesus"
2021-06-08 11:50:00,7,1,4099.809649,"Van Dyne, Joelle"
2021-06-08 11:59:00,8,1,5962.395878,"Lumbergh, Bill"
2021-06-08 12:16:00,24,1,587.4355333,"Portwood, Dom"
2021-06-08 13:03:00,44,1,630.665368,"Bolton, Michael"
2021-06-08 13:56:00,20,1,2611.148632,"Simone, Nina"
2021-06-08 14:30:00,2,1,596.155744,"Van Dyne, Joelle"
2021-06-08 15:36:00,4,1,3022.607452,"Lumbergh, Bill"
2021-06-08 15:41:00,1,1,24.43953431,"Dude, The"
2021-06-08 16:03:00,30,1,186.0933351,"Lumbergh, Bill"
2021-06-08 16:22:00,11,1,27338.50481,"Germanotta, Stefani"
2021-06-08 16:34:00,10,1,2907.774947,"Lumbergh, Bill"
2021-06-08 16:58:00,5,1,1927.52073,"Dude, The"
2021-06-09 9:54:00,36,1,644.9684753,"Lubowski, Bunny"
2021-06-09 10:39:00,22,1,824.1983095,"Van Dyne, Joelle"
2021-06-09 10:58:00,48,1,1095.716936,"Portwood, Dom"
2021-06-09 11:32:00,11,1,152.7074192,"Bolton, Michael"
2021-06-09 11:35:00,43,1,4216.42419,"Bolton, Michael"
2021-06-09 11:54:00,51,1,1267.784668,"Lumbergh, Bill"
2021-06-09 12:43:00,34,1,2692.090801,"Lumbergh, Bill"
2021-06-09 13:44:00,44,1,181.399353,"Lumbergh, Bill"
2021-06-09 14:47:00,33,1,3146.159234,"Garcia, Jerry"
2021-06-09 14:54:00,7,1,760.6787906,"Lumbergh, Bill"
2021-06-09 15:24:00,52,1,1162.493493,"Simone, Nina"
2021-06-09 15:36:00,17,1,126.9015373,"Lumbergh, Bill"
2021-06-09 15:37:00,37,1,5484.449525,"Bolton, Michael"
2021-06-09 16:30:00,18,1,103.8123931,"Cyrus, Mylie"
2021-06-09 16:37:00,11,1,847.421947,"Bolton, Michael"
2021-06-09 17:14:00,6,1,2100.984615,"Garcia, Jerry"
2021-06-09 21:11:00,30,1,653.2956467,"Germanotta, Stefani"
2021-06-09 21:14:00,31,1,1465.976359,"Portwood, Dom"
2021-06-09 21:19:00,49,1,937.0703754,"Lumbergh, Bill"
2021-06-09 21:40:00,4,1,1529.518494,"Simone, Nina"
2021-06-09 21:47:00,9,1,5114.690958,"Cyrus, Mylie"
2021-06-09 21:51:00,34,1,733.4320476,"Simone, Nina"
2021-06-09 21:58:00,12,1,552.1195968,"Van Dyne, Joelle"
2021-06-09 22:03:00,16,1,335.5153328,"Portman, Sam"
2021-06-09 22:05:00,11,1,1617.901181,"Incandenza, Hal"
2021-06-09 22:10:00,39,1,219.9316173,"Germanotta, Stefani"
2021-06-09 22:17:00,13,1,954.8027581,"Portwood, Dom"
2021-06-10 9:26:00,18,1,4858.522989,"Lumbergh, Bill"
2021-06-10 10:09:00,30,1,2131.199669,"Lumbergh, Bill"
2021-06-10 10:38:00,52,1,4548.868185,"Portman, Sam"
2021-06-10 10:38:00,15,1,6246.08585,"Lumbergh, Bill"
2021-06-10 11:01:00,8,1,5578.600827,"Garcia, Jerry"
2021-06-10 11:29:00,34,1,3628.907478,"Bolton, Michael"
2021-06-10 11:29:00,14,1,1674.808569,"Bateman, Patrick"
2021-06-10 11:35:00,26,1,605.9968145,"Portwood, Dom"
2021-06-10 11:47:00,21,1,726.8882069,"Van Dyne, Joelle"
2021-06-10 11:55:00,17,1,2042.212468,"Dude, The"
2021-06-10 13:12:00,23,1,536.2817389,"Springs, Palm"
2021-06-10 14:21:00,6,1,1591.447923,"Bolton, Michael"
2021-06-10 15:28:00,10,1,2431.65901,"Bateman, Patrick"
2021-06-10 15:57:00,6,1,3451.563439,"Cyrus, Mylie"
2021-06-10 16:28:00,22,1,436.8306436,"Cyrus, Mylie"
2021-06-10 18:19:00,37,1,458.0630701,"Lumbergh, Bill"
2021-06-11 8:32:00,28,1,603.4765892,"Cyrus, Mylie"
2021-06-11 8:44:00,10,1,1585.579736,"Gompert, Katherine"
2021-06-11 9:34:00,18,1,2380.423377,"Dude, The"
2021-06-11 9:55:00,27,1,340.2432579,"Gruber, Hans"
2021-06-11 10:40:00,21,1,3753.33838,"Chochtkie, Stan"
2021-06-11 11:56:00,19,1,932.0525709,"Lumbergh, Bill"
2021-06-11 12:09:00,5,1,935.710471,"Steeply, Hugh"
2021-06-11 12:20:00,38,1,1361.289613,"Bolton, Michael"
2021-06-11 15:13:00,3,1,4087.284231,"Gompert, Katherine"
2021-06-11 15:14:00,6,1,1281.292779,"Quintana, Jesus"
2021-06-11 16:26:00,39,1,2211.242083,"Simone, Nina"
2021-06-11 18:00:00,7,1,4574.262565,"Chochtkie, Stan"
2021-06-12 10:52:00,45,1,43.26247049,"Lumbergh, Bill"
2021-06-12 10:53:00,32,1,1325.813059,"Van Dyne, Joelle"
2021-06-12 12:18:00,2,1,1046.081658,"Quintana, Jesus"
2021-06-13 7:21:00,12,1,5092.177372,"Portwood, Dom"
2021-06-13 12:58:00,11,1,7629.10724,"Gompert, Katherine"
2021-06-13 13:02:00,9,1,1774.626163,"Germanotta, Stefani"
2021-06-13 14:12:00,49,1,4888.002253,"Chochtkie, Stan"
2021-06-13 15:40:00,48,1,1740.758768,"Lumbergh, Bill"
2021-06-14 10:07:00,5,1,1160.33956,"Lumbergh, Bill"
2021-06-14 10:28:00,23,1,1319.85162,"Garcia, Jerry"
2021-06-14 10:49:00,12,1,965.5465995,"Quintana, Jesus"
2021-06-14 11:22:00,5,1,1075.523941,"Portwood, Dom"
2021-06-14 11:29:00,40,1,5757.302527,"Lumbergh, Bill"
2021-06-14 11:41:00,23,1,3911.475987,"Garcia, Jerry"
2021-06-14 12:19:00,52,1,6663.227719,"Bateman, Patrick"
2021-06-14 12:32:00,14,1,2097.306898,"Lumbergh, Bill"
2021-06-14 13:17:00,35,1,3715.92374,"Simone, Nina"
2021-06-14 13:53:00,31,1,600.7232924,"Bolton, Michael"
2021-06-14 13:56:00,2,1,1896.320546,"Cyrus, Mylie"
2021-06-14 14:27:00,3,1,530.0725306,"Van Dyne, Joelle"
2021-06-14 14:29:00,36,1,999.6573718,"Bolton, Michael"
2021-06-14 14:57:00,15,1,456.5921872,"Bolton, Michael"
2021-06-14 15:03:00,49,1,1566.028941,"Steeply, Hugh"
2021-06-14 15:38:00,20,1,3275.615805,"Bolton, Michael"
2021-06-14 16:19:00,35,1,0,"Lumbergh, Bill"
2021-06-14 17:03:00,39,1,546.7070271,"Lumbergh, Bill"
2021-06-14 17:13:00,2,1,47795.00312,"Lubowski, Bunny"
2021-06-15 6:58:00,17,1,432.2859957,"Van Dyne, Joelle"
2021-06-15 7:01:00,36,1,667.4137365,"Gompert, Katherine"
2021-06-15 7:03:00,15,1,1033.311114,"Lumbergh, Bill"
2021-06-15 7:05:00,48,1,5211.699749,"Simone, Nina"
2021-06-15 7:07:00,4,1,82.65307046,"Bolton, Michael"
2021-06-15 7:09:00,22,1,4314.549572,"Steeply, Hugh"
2021-06-15 8:05:00,25,1,280.4739131,"Dude, The"
2021-06-15 9:06:00,10,1,226.9919116,"Quintana, Jesus"
2021-06-15 11:54:00,48,1,532.3082986,"Dude, The"
2021-06-15 14:02:00,36,1,379.5692842,"Lumbergh, Bill"
2021-06-15 14:13:00,46,1,618.3834655,"Germanotta, Stefani"
2021-06-15 14:18:00,35,1,1121.733692,"Bateman, Patrick"
2021-06-15 15:44:00,14,1,266.4847304,"Cyrus, Mylie"
2021-06-15 16:13:00,36,1,871.1726139,"Gompert, Katherine"
2021-06-15 16:52:00,26,1,7706.885686,"Lumbergh, Bill"
2021-06-16 8:08:00,50,1,1104.987999,"Van Dyne, Joelle"
2021-06-16 9:40:00,30,1,896.5279896,"Lumbergh, Bill"
2021-06-16 10:00:00,17,1,310.7028361,"Germanotta, Stefani"
2021-06-16 10:00:00,36,1,231.8005309,"Bateman, Patrick"
2021-06-16 10:07:00,45,1,6268.801432,"Bolton, Michael"
2021-06-16 10:16:00,39,1,10315.73333,"Bolton, Michael"
2021-06-16 11:07:00,4,1,145.7306147,"Germanotta, Stefani"
2021-06-16 11:52:00,2,1,789.9975522,"Van Dyne, Joelle"
2021-06-16 12:36:00,23,1,29403.65346,"Gruber, Hans"
2021-06-16 13:13:00,37,1,3162.371408,"Lumbergh, Bill"
2021-06-16 15:26:00,29,1,583.0148471,"Bolton, Michael"
2021-06-16 15:59:00,14,1,506.2394852,"Lumbergh, Bill"
2021-06-16 16:05:00,49,1,1086.878581,"Bolton, Michael"
2021-06-16 16:13:00,33,1,687.5916126,"Bateman, Patrick"
2021-06-16 16:39:00,12,1,379.094774,"Germanotta, Stefani"
2021-06-16 17:47:00,11,1,149.8765303,"Bolton, Michael"
2021-06-17 8:14:00,51,1,103.2993994,"Van Dyne, Joelle"
2021-06-17 9:02:00,31,1,542.3580514,"Van Dyne, Joelle"
2021-06-17 11:40:00,46,1,7038.209724,"Van Dyne, Joelle"
2021-06-17 11:42:00,22,1,806.1733084,"Cyrus, Mylie"
2021-06-17 11:48:00,8,1,29032.60029,"Bolton, Michael"
2021-06-17 13:07:00,7,1,237.8151725,"Van Dyne, Joelle"
2021-06-17 15:03:00,6,1,2618.430061,"Lumbergh, Bill"
2021-06-17 15:48:00,45,1,389.3675042,"Simone, Nina"
2021-06-17 16:25:00,10,1,3549.6992,"Gruber, Hans"
2021-06-17 16:40:00,37,1,287.9793178,"Bateman, Patrick"
2021-06-17 16:42:00,37,1,356.10128,"Incandenza, Hal"
2021-06-17 17:06:00,45,1,0,"Portwood, Dom"
2021-06-17 15:08:00,51,1,122.1067057,"Bolton, Michael"
2021-06-18 13:47:00,46,1,720.1927038,"Gompert, Katherine"
2021-06-18 16:11:00,12,1,959.4363621,"Bateman, Patrick"
2021-06-18 18:59:00,10,1,4917.657647,"Bolton, Michael"
2021-06-18 21:30:00,8,1,4128.192694,"Lumbergh, Bill"
2021-06-19 10:33:00,3,1,5675.643571,"Gompert, Katherine"
2021-06-19 11:33:00,20,1,1205.865525,"Portwood, Dom"
2021-06-19 12:07:00,16,1,2251.396702,"Germanotta, Stefani"
2021-06-19 12:29:00,48,1,1514.226242,"Garcia, Jerry"
2021-06-19 13:25:00,4,1,71083.56377,"Garcia, Jerry"
2021-06-19 14:50:00,1,1,156.5804471,"Germanotta, Stefani"
2021-06-19 14:59:00,5,1,177.5714854,"Gompert, Katherine"
2021-06-19 15:19:00,11,1,1159.234856,"Bolton, Michael"
2021-06-19 15:33:00,15,1,973.7071005,"Bolton, Michael"
2021-06-20 11:40:00,25,1,13954.99881,"Van Dyne, Joelle"
2021-06-20 12:01:00,35,1,519.9144345,"Bolton, Michael"
2021-06-20 13:45:00,36,1,2921.383063,"Gruber, Hans"
2021-06-21 6:52:00,9,1,1311.200748,"Bolton, Michael"
2021-06-21 6:54:00,6,1,467.1027101,"Bolton, Michael"
2021-06-21 6:59:00,3,1,3789.317922,"Germanotta, Stefani"
2021-06-21 7:01:00,10,1,1503.566521,"Lumbergh, Bill"
2021-06-21 7:04:00,29,1,1096.504279,"Gompert, Katherine"
2021-06-21 7:06:00,36,1,55.99995752,"Bolton, Michael"
2021-06-21 7:11:00,6,1,274.439746,"Bolton, Michael"
2021-06-21 7:14:00,6,1,1033.965964,"Lumbergh, Bill"
2021-06-21 7:22:00,49,1,536.6042141,"Bateman, Patrick"
2021-06-21 7:24:00,32,1,1078.294311,"Garcia, Jerry"
2021-06-21 7:27:00,5,1,1716.80412,"Bolton, Michael"
2021-06-21 7:30:00,5,1,2529.351852,"Lumbergh, Bill"
2021-06-21 7:32:00,20,1,3179.044988,"Quintana, Jesus"
2021-06-21 7:34:00,49,1,5036.606399,"Lumbergh, Bill"
2021-06-21 7:38:00,18,1,422.3991783,"Van Dyne, Joelle"
2021-06-21 7:42:00,4,1,78.62657017,"Dude, The"
2021-06-21 7:48:00,26,1,1726.286321,"Incandenza, Hal"
2021-06-21 7:58:00,26,1,1623.611716,"Bolton, Michael"
2021-06-21 9:43:00,40,1,336.3592442,"Incandenza, Hal"
2021-06-21 10:30:00,45,1,5319.750317,"Lumbergh, Bill"
2021-06-21 10:58:00,38,1,443.6640231,"Germanotta, Stefani"
2021-06-21 11:24:00,34,1,1410.494305,"Quintana, Jesus"
2021-06-21 12:14:00,10,1,624.4754141,"Bateman, Patrick"
2021-06-21 12:21:00,21,1,1969.158631,"Van Dyne, Joelle"
2021-06-21 12:22:00,12,1,14208.32635,"Lumbergh, Bill"
2021-06-21 12:33:00,44,1,4847.006752,"Portman, Sam"
2021-06-21 13:09:00,20,1,1216.68298,"Lumbergh, Bill"
2021-06-21 13:14:00,23,1,8574.645927,"Lumbergh, Bill"
2021-06-21 13:20:00,30,1,7301.84986,"Germanotta, Stefani"
2021-06-21 14:27:00,39,1,8237.979001,"Steeply, Hugh"
2021-06-21 15:01:00,26,1,1622.536658,"Bateman, Patrick"
2021-06-21 15:48:00,30,1,562.2071815,"Lumbergh, Bill"
2021-06-21 16:22:00,37,1,4168.859114,"Cyrus, Mylie"
2021-06-21 22:05:00,8,1,105.789424,"Portwood, Dom"
2021-06-21 22:07:00,28,1,270.9419177,"Lumbergh, Bill"
2021-06-21 22:09:00,23,1,1173.805169,"Gompert, Katherine"
2021-06-22 8:40:00,7,1,387.2115762,"Lumbergh, Bill"
2021-06-22 9:36:00,22,1,498.4903524,"Bolton, Michael"
2021-06-22 10:33:00,42,1,1861.637496,"Lumbergh, Bill"
2021-06-22 11:33:00,9,1,2387.3295,"Cyrus, Mylie"
2021-06-22 12:19:00,46,1,711.278123,"Lumbergh, Bill"
2021-06-22 12:36:00,22,1,2218.26341,"Portwood, Dom"
2021-06-22 12:40:00,30,1,660.6540768,"Van Dyne, Joelle"
2021-06-22 13:37:00,30,1,5246.467807,"Bateman, Patrick"
2021-06-22 14:15:00,45,1,4131.711646,"Bateman, Patrick"
2021-06-22 15:42:00,16,1,1191.943893,"Simone, Nina"
2021-06-22 16:17:00,36,1,6184.833717,"Portwood, Dom"
2021-06-22 16:25:00,26,1,726.03443,"Gompert, Katherine"
2021-06-22 16:33:00,5,1,2297.951094,"Bolton, Michael"
2021-06-22 16:53:00,30,1,5484.384059,"Van Dyne, Joelle"
2021-06-22 16:56:00,47,1,1947.75327,"Germanotta, Stefani"
2021-06-22 17:00:00,21,1,890.1772611,"Bateman, Patrick"
2021-06-22 13:21:00,33,1,1270.677308,"Portman, Sam"
2021-06-23 9:06:00,22,1,512.3335016,"Garcia, Jerry"
2021-06-23 9:17:00,9,1,3008.098718,"Gompert, Katherine"
2021-06-23 9:49:00,29,1,825.6199362,"Van Dyne, Joelle"
2021-06-23 10:14:00,43,1,60.38882104,"Quintana, Jesus"
2021-06-23 10:23:00,45,1,3568.935403,"Steeply, Hugh"
2021-06-23 12:22:00,16,1,3676.790645,"Bateman, Patrick"
2021-06-23 13:11:00,29,1,292.9427741,"Lumbergh, Bill"
2021-06-23 14:08:00,50,1,5315.429218,"Bolton, Michael"
2021-06-23 14:52:00,7,1,12515.59394,"Quintana, Jesus"
2021-06-23 14:53:00,21,1,18984.6581,"Germanotta, Stefani"
2021-06-23 15:32:00,48,1,481.8147519,"Simone, Nina"
2021-06-23 16:04:00,29,1,1233.548751,"Van Dyne, Joelle"
2021-06-23 16:23:00,13,1,2460.822886,"Lumbergh, Bill"
2021-06-23 16:44:00,25,1,223.1706745,"Germanotta, Stefani"
2021-06-24 9:08:00,31,1,1020.20515,"Gompert, Katherine"
2021-06-24 11:11:00,36,1,25977.36317,"Lumbergh, Bill"
2021-06-24 12:12:00,7,1,3288.445911,"Lumbergh, Bill"
2021-06-24 12:30:00,46,1,4838.125639,"Bolton, Michael"
2021-06-24 13:24:00,19,1,5050.354685,"Garcia, Jerry"
2021-06-24 13:53:00,12,1,92.48564547,"Bateman, Patrick"
2021-06-24 14:11:00,19,1,7993.038684,"Van Dyne, Joelle"
2021-06-24 17:10:00,3,1,99.34700118,"Lumbergh, Bill"
2021-06-25 8:27:00,28,1,1492.601798,"Dude, The"
2021-06-25 8:34:00,11,1,1037.672705,"Quintana, Jesus"
2021-06-25 10:37:00,34,1,10.54540097,"Van Dyne, Joelle"
2021-06-25 12:10:00,42,1,3420.144692,"Lumbergh, Bill"
2021-06-25 12:21:00,48,1,3444.718673,"Germanotta, Stefani"
2021-06-25 12:39:00,15,1,4654.972504,"Lumbergh, Bill"
2021-06-25 13:13:00,30,1,459.0179334,"Steeply, Hugh"
2021-06-25 15:50:00,33,1,17446.92643,"Lumbergh, Bill"
2021-06-25 16:29:00,5,1,2085.173638,"Van Dyne, Joelle"
2021-06-26 9:29:00,11,1,2850.189065,"Garcia, Jerry"
2021-06-26 10:57:00,16,1,1038.038869,"Lumbergh, Bill"
2021-06-26 11:34:00,1,1,1599.523041,"Gompert, Katherine"
2021-06-26 15:28:00,27,1,31.35808502,"Simone, Nina"
2021-06-26 16:04:00,20,1,1353.863197,"Bolton, Michael"
2021-06-26 16:15:00,4,1,1527.631661,"Van Dyne, Joelle"
2021-06-26 17:20:00,47,1,289.7197878,"Quintana, Jesus"
2021-06-27 11:31:00,49,1,5726.489572,"Quintana, Jesus"
2021-06-27 13:39:00,9,1,7508.315848,"Bolton, Michael"
2021-06-27 14:12:00,39,1,2103.161903,"Gruber, Hans"
2021-06-27 15:46:00,9,1,117.0686132,"Germanotta, Stefani"
2021-06-27 15:47:00,24,1,5431.747121,"Garcia, Jerry"
2021-06-27 15:53:00,22,1,1864.098245,"Lumbergh, Bill"
2021-06-28 9:29:00,4,1,191.744549,"Germanotta, Stefani"
2021-06-28 10:00:00,41,1,1875.513572,"Lumbergh, Bill"
2021-06-28 10:09:00,23,1,786.2313377,"Garcia, Jerry"
2021-06-28 10:23:00,38,1,502.1996756,"Quintana, Jesus"
2021-06-28 11:04:00,4,1,163.0297913,"Bolton, Michael"
2021-06-28 11:36:00,51,1,10593.06055,"Lumbergh, Bill"
2021-06-28 11:47:00,14,1,34.09799748,"Incandenza, Hal"
2021-06-28 11:51:00,11,1,10449.37616,"Garcia, Jerry"
2021-06-28 12:19:00,40,1,916.2924214,"Cyrus, Mylie"
2021-06-28 12:29:00,8,1,1019.473147,"Portwood, Dom"
2021-06-28 12:46:00,17,1,2282.827721,"Gompert, Katherine"
2021-06-28 13:06:00,32,1,47.41818555,"Quintana, Jesus"
2021-06-28 13:25:00,44,1,641.881558,"Germanotta, Stefani"
2021-06-28 14:06:00,15,1,5446.28805,"Van Dyne, Joelle"
2021-06-28 14:13:00,49,1,703.0527383,"Lumbergh, Bill"
2021-06-28 14:21:00,12,1,1918.184669,"Germanotta, Stefani"
2021-06-28 14:35:00,32,1,218.4844566,"Lumbergh, Bill"
2021-06-28 15:47:00,49,1,2080.535364,"Van Dyne, Joelle"
2021-06-28 16:17:00,12,1,25.6192418,"Lumbergh, Bill"
2021-06-28 16:38:00,12,1,6443.512703,"Bolton, Michael"
2021-06-29 12:30:00,48,1,1183.388451,"Germanotta, Stefani"
2021-06-29 12:50:00,51,1,8703.237466,"Lumbergh, Bill"
2021-06-29 13:47:00,11,1,7500.492138,"Bolton, Michael"
2021-06-29 13:48:00,29,1,5907.974347,"Lumbergh, Bill"
2021-06-29 14:17:00,28,1,512.5310566,"Bolton, Michael"
2021-06-29 14:37:00,8,1,1451.900077,"Cyrus, Mylie"
2021-06-29 15:01:00,42,1,286.6806846,"Bolton, Michael"
2021-06-29 15:13:00,5,1,769.3720584,"Lumbergh, Bill"
2021-06-29 15:16:00,10,1,778.4924896,"Bolton, Michael"
2021-06-29 15:35:00,37,1,947.0757376,"Bolton, Michael"
2021-06-29 15:51:00,21,1,789.9164788,"Lumbergh, Bill"
2021-06-29 16:09:00,22,1,10435.16909,"Quintana, Jesus"
2021-06-29 16:25:00,24,1,5026.988484,"Dude, The"
2021-06-30 8:59:00,49,1,424.0934051,"Gompert, Katherine"
2021-06-30 9:54:00,50,1,1598.145686,"Lumbergh, Bill"
2021-06-30 11:07:00,25,1,2793.849256,"Gompert, Katherine"
2021-06-30 12:25:00,2,1,2688.387959,"Portman, Sam"
2021-06-30 12:30:00,47,1,361.364415,"Bolton, Michael"
2021-06-30 12:37:00,36,1,58.3533666,"Lumbergh, Bill"
2021-06-30 13:08:00,49,1,2117.117698,"Gompert, Katherine"
2021-06-30 13:13:00,27,1,859.5001196,"Lumbergh, Bill"
2021-06-30 13:35:00,25,1,2672.086047,"Bolton, Michael"
2021-06-30 14:05:00,29,1,859.2381712,"Bolton, Michael"
2021-06-30 14:22:00,41,1,7981.345946,"Van Dyne, Joelle"
2021-06-30 15:03:00,10,1,8466.970685,"Chochtkie, Stan"
2021-06-30 15:49:00,21,1,456.4699193,"Bateman, Patrick"
2021-06-30 15:50:00,14,1,184.8338828,"Garcia, Jerry"
2021-06-30 17:29:00,41,1,3000.516334,"Cyrus, Mylie"
2021-06-30 17:31:00,22,1,89.71940242,"Bolton, Michael"
2021-07-01 12:16:00,26,1,9262.415696,"Gompert, Katherine"
2021-07-01 13:03:00,37,1,216.0394865,"Simone, Nina"
2021-07-01 16:06:00,48,1,1384.034901,"Lumbergh, Bill"
2021-07-01 16:35:00,12,1,2761.538414,"Dude, The"
2021-07-01 16:48:00,33,1,607.186344,"Bateman, Patrick"
2021-07-02 9:58:00,8,1,765.0178692,"Incandenza, Hal"
2021-07-02 10:09:00,35,1,4609.030358,"Bolton, Michael"
2021-07-02 10:11:00,42,1,2423.910352,"Garcia, Jerry"
2021-07-02 12:09:00,35,1,903.5510678,"Lubowski, Bunny"
2021-07-02 12:16:00,34,1,1059.851676,"Bateman, Patrick"
2021-07-02 12:27:00,43,1,682.7335126,"Gruber, Hans"
2021-07-02 14:04:00,31,1,540.5382404,"Bolton, Michael"
